Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /coupon-events/{id}/issue,1591,0,440,660.634489054082,210.37430300202686,3149.487196991686,166.60339409176618,33.88899730243966,0.0,440,810,1100,1100,1200,1300,1400,1400,3100,3100,3100
,Aggregated,1591,0,440,660.634489054082,210.37430300202686,3149.487196991686,166.60339409176618,33.88899730243966,0.0,440,810,1100,1100,1200,1300,1400,1400,3100,3100,3100
