Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /coupon-events/{id}/issue,10510,0,410,481.31973242276223,93.44197799509857,4019.806685988442,197.0478591817317,175.20058826074205,0.0,410,450,500,540,660,790,1200,2700,3800,4000,4000
,Aggregated,10510,0,410,481.31973242276223,93.44197799509857,4019.806685988442,197.0478591817317,175.20058826074205,0.0,410,450,500,540,660,790,1200,2700,3800,4000,4000
